Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Datetime,,,,,
2023-10-26 08:00:00+00:00,4950.0,4960.0,4920.0,4960.0,71498000
2023-10-26 09:00:00+00:00,4920.0,4920.0,4920.0,4920.0,0
2023-10-27 02:00:00+00:00,4980.0,4990.0,4940.0,4950.0,21692000
2023-10-27 03:00:00+00:00,5000.0,5025.0,4980.0,4990.0,13839100
2023-10-27 04:00:00+00:00,5025.0,5050.0,5000.0,5025.0,10903000
2023-10-27 07:00:00+00:00,5025.0,5050.0,5000.0,5000.0,26323500
2023-10-27 08:00:00+00:00,5000.0,5050.0,5000.0,5050.0,29432700
2023-10-27 09:00:00+00:00,5000.0,5000.0,5000.0,5000.0,21918700
2023-10-30 02:00:00+00:00,5025.0,5025.0,4970.0,4990.0,21816000
2023-10-30 03:00:00+00:00,4990.0,5025.0,4990.0,5000.0,10527100
2023-10-30 04:00:00+00:00,4990.0,5000.0,4970.0,5000.0,9797100
2023-10-30 06:00:00+00:00,4980.0,4990.0,4970.0,4990.0,4761400
2023-10-30 07:00:00+00:00,4980.0,4990.0,4970.0,4970.0,11621800
2023-10-30 08:00:00+00:00,5000.0,5000.0,4970.0,4980.0,22496600
2023-10-30 09:00:00+00:00,5000.0,5000.0,5000.0,5000.0,0
2023-10-31 02:00:00+00:00,4980.0,5000.0,4970.0,4990.0,11284000
2023-10-31 03:00:00+00:00,4970.0,4980.0,4960.0,4970.0,13953400
2023-10-31 04:00:00+00:00,4960.0,4970.0,4960.0,4960.0,7833500
2023-10-31 06:00:00+00:00,4960.0,4970.0,4960.0,4960.0,2714300
2023-10-31 07:00:00+00:00,4980.0,4980.0,4960.0,4970.0,13250700
2023-10-31 08:00:00+00:00,4980.0,4980.0,4970.0,4980.0,10097200
2023-10-31 09:00:00+00:00,4960.0,4960.0,4960.0,4960.0,0
2023-11-01 02:00:00+00:00,4860.0,4960.0,4840.0,4960.0,56463900
2023-11-01 03:00:00+00:00,4900.0,4900.0,4850.0,4860.0,21837800
2023-11-01 04:00:00+00:00,4860.0,4900.0,4860.0,4900.0,18312800
2023-11-01 06:00:00+00:00,4860.0,4870.0,4850.0,4870.0,11269600
2023-11-01 07:00:00+00:00,4850.0,4870.0,4840.0,4860.0,22104900
2023-11-01 08:00:00+00:00,4840.0,4860.0,4830.0,4850.0,30876700
2023-11-01 09:00:00+00:00,4830.0,4830.0,4830.0,4830.0,21424800
2023-11-02 02:00:00+00:00,5075.0,5075.0,4910.0,4930.0,84010700
2023-11-02 03:00:00+00:00,5025.0,5075.0,5025.0,5050.0,17553500
2023-11-02 04:00:00+00:00,5025.0,5050.0,5025.0,5025.0,12090200
2023-11-02 06:00:00+00:00,5025.0,5050.0,5000.0,5050.0,15796700
2023-11-02 07:00:00+00:00,5000.0,5050.0,5000.0,5025.0,12509000
2023-11-02 08:00:00+00:00,5025.0,5025.0,5000.0,5025.0,29179500
2023-11-02 09:00:00+00:00,5000.0,5000.0,5000.0,5000.0,0
2023-11-03 02:00:00+00:00,5125.0,5125.0,5025.0,5050.0,32553900
2023-11-03 03:00:00+00:00,5150.0,5150.0,5100.0,5125.0,16864200
2023-11-03 04:00:00+00:00,5125.0,5150.0,5125.0,5150.0,8695400
2023-11-03 07:00:00+00:00,5150.0,5175.0,5125.0,5125.0,29929900
2023-11-03 08:00:00+00:00,5150.0,5150.0,5125.0,5150.0,17091200
2023-11-03 09:00:00+00:00,5100.0,5100.0,5100.0,5100.0,17246200
2023-11-06 02:00:00+00:00,5150.0,5150.0,5125.0,5125.0,15477200
2023-11-06 03:00:00+00:00,5150.0,5175.0,5125.0,5125.0,33965100
2023-11-06 04:00:00+00:00,5150.0,5175.0,5150.0,5175.0,10396800
2023-11-06 06:00:00+00:00,5175.0,5175.0,5150.0,5150.0,3714900
2023-11-06 07:00:00+00:00,5175.0,5175.0,5150.0,5150.0,6106700
2023-11-06 08:00:00+00:00,5175.0,5200.0,5150.0,5175.0,26531900
2023-11-06 09:00:00+00:00,5200.0,5200.0,5200.0,5200.0,0
2023-11-07 02:00:00+00:00,5250.0,5250.0,5175.0,5225.0,44424200
2023-11-07 03:00:00+00:00,5225.0,5250.0,5200.0,5225.0,14289300
2023-11-07 04:00:00+00:00,5225.0,5250.0,5225.0,5225.0,3328700
2023-11-07 06:00:00+00:00,5250.0,5275.0,5225.0,5225.0,24321700
2023-11-07 07:00:00+00:00,5225.0,5250.0,5225.0,5250.0,8561700
2023-11-07 08:00:00+00:00,5225.0,5250.0,5225.0,5225.0,13064400
2023-11-07 09:00:00+00:00,5250.0,5250.0,5250.0,5250.0,0
2023-11-08 02:00:00+00:00,5200.0,5225.0,5175.0,5200.0,17695000
2023-11-08 03:00:00+00:00,5225.0,5225.0,5175.0,5200.0,16249000
2023-11-08 04:00:00+00:00,5250.0,5250.0,5200.0,5225.0,9074400
2023-11-08 06:00:00+00:00,5225.0,5250.0,5200.0,5250.0,3517000
2023-11-08 07:00:00+00:00,5200.0,5225.0,5200.0,5200.0,5230400
2023-11-08 08:00:00+00:00,5225.0,5225.0,5200.0,5200.0,9334100
2023-11-08 09:00:00+00:00,5225.0,5225.0,5225.0,5225.0,0
2023-11-09 02:00:00+00:00,5250.0,5275.0,5225.0,5225.0,10797900
2023-11-09 03:00:00+00:00,5250.0,5275.0,5225.0,5250.0,10388600
2023-11-09 04:00:00+00:00,5225.0,5275.0,5225.0,5250.0,5146900
2023-11-09 06:00:00+00:00,5225.0,5275.0,5225.0,5225.0,4651800
2023-11-09 07:00:00+00:00,5225.0,5250.0,5225.0,5225.0,5147700
2023-11-09 08:00:00+00:00,5200.0,5275.0,5200.0,5250.0,12980200
2023-11-09 09:00:00+00:00,5200.0,5200.0,5200.0,5200.0,0
2023-11-10 02:00:00+00:00,5125.0,5150.0,5125.0,5150.0,6698800
2023-11-10 03:00:00+00:00,5125.0,5150.0,5100.0,5150.0,15850600
2023-11-10 04:00:00+00:00,5100.0,5125.0,5100.0,5125.0,2604600
2023-11-10 07:00:00+00:00,5075.0,5125.0,5075.0,5125.0,31500200
2023-11-10 08:00:00+00:00,5075.0,5100.0,5050.0,5100.0,32551200
2023-11-10 09:00:00+00:00,5075.0,5075.0,5075.0,5075.0,16535800
2023-11-13 02:00:00+00:00,5125.0,5125.0,5050.0,5075.0,16133400
2023-11-13 03:00:00+00:00,5075.0,5125.0,5050.0,5100.0,9232600
2023-11-13 04:00:00+00:00,5075.0,5075.0,5050.0,5050.0,5247300
2023-11-13 06:00:00+00:00,5075.0,5075.0,5050.0,5075.0,2902400
2023-11-13 07:00:00+00:00,5050.0,5075.0,5050.0,5050.0,9494500
2023-11-13 08:00:00+00:00,5050.0,5075.0,5050.0,5050.0,15738100
2023-11-13 09:00:00+00:00,5025.0,5025.0,5025.0,5025.0,0
2023-11-14 02:00:00+00:00,5125.0,5125.0,5050.0,5075.0,10299200
2023-11-14 03:00:00+00:00,5075.0,5125.0,5050.0,5125.0,22501300
2023-11-14 04:00:00+00:00,5075.0,5100.0,5050.0,5075.0,5146100
2023-11-14 06:00:00+00:00,5100.0,5100.0,5075.0,5075.0,1659600
2023-11-14 07:00:00+00:00,5100.0,5100.0,5075.0,5075.0,9850500
2023-11-14 08:00:00+00:00,5100.0,5125.0,5075.0,5075.0,20893800
2023-11-14 09:00:00+00:00,5075.0,5075.0,5075.0,5075.0,0
2023-11-15 02:00:00+00:00,5275.0,5275.0,5175.0,5175.0,67977700
2023-11-15 03:00:00+00:00,5250.0,5275.0,5250.0,5275.0,16245700
2023-11-15 04:00:00+00:00,5275.0,5300.0,5250.0,5250.0,17641600
2023-11-15 06:00:00+00:00,5250.0,5275.0,5250.0,5275.0,6613000
2023-11-15 07:00:00+00:00,5300.0,5300.0,5250.0,5275.0,12134000
2023-11-15 08:00:00+00:00,5300.0,5300.0,5275.0,5275.0,26601600
2023-11-15 09:00:00+00:00,5250.0,5250.0,5250.0,5250.0,0
2023-11-16 02:00:00+00:00,5200.0,5275.0,5200.0,5250.0,24170900
2023-11-16 03:00:00+00:00,5225.0,5225.0,5175.0,5200.0,22693700
2023-11-16 04:00:00+00:00,5200.0,5250.0,5200.0,5200.0,10934100
2023-11-16 06:00:00+00:00,5200.0,5250.0,5200.0,5200.0,8099000
2023-11-16 07:00:00+00:00,5225.0,5250.0,5200.0,5200.0,14722800
2023-11-16 08:00:00+00:00,5225.0,5250.0,5200.0,5225.0,13192000
2023-11-16 09:00:00+00:00,5250.0,5250.0,5250.0,5250.0,30173000
2023-11-17 02:00:00+00:00,5225.0,5225.0,5175.0,5175.0,11754300
2023-11-17 03:00:00+00:00,5225.0,5225.0,5200.0,5225.0,4749800
2023-11-17 04:00:00+00:00,5225.0,5225.0,5200.0,5200.0,7453900
2023-11-17 07:00:00+00:00,5225.0,5250.0,5200.0,5225.0,9759700
2023-11-17 08:00:00+00:00,5225.0,5225.0,5175.0,5200.0,15286900
2023-11-17 09:00:00+00:00,5225.0,5225.0,5225.0,5225.0,14148000
2023-11-20 02:00:00+00:00,5225.0,5225.0,5175.0,5200.0,12012900
2023-11-20 03:00:00+00:00,5200.0,5225.0,5200.0,5225.0,4201900
2023-11-20 04:00:00+00:00,5225.0,5250.0,5200.0,5200.0,10296100
2023-11-20 06:00:00+00:00,5250.0,5250.0,5225.0,5225.0,1211900
2023-11-20 07:00:00+00:00,5250.0,5250.0,5225.0,5225.0,5152100
2023-11-20 08:00:00+00:00,5225.0,5275.0,5225.0,5250.0,12980000
2023-11-20 09:00:00+00:00,5250.0,5250.0,5250.0,5250.0,0
2023-11-21 02:00:00+00:00,5250.0,5250.0,5225.0,5250.0,10720100
2023-11-21 03:00:00+00:00,5200.0,5250.0,5200.0,5250.0,10135000
2023-11-21 04:00:00+00:00,5175.0,5225.0,5175.0,5200.0,14782900
2023-11-21 06:00:00+00:00,5200.0,5200.0,5175.0,5200.0,6695700
2023-11-21 07:00:00+00:00,5175.0,5200.0,5175.0,5200.0,19400200
2023-11-21 08:00:00+00:00,5225.0,5225.0,5175.0,5200.0,16692300
2023-11-21 09:00:00+00:00,5200.0,5200.0,5200.0,5200.0,0
2023-11-22 02:00:00+00:00,5250.0,5275.0,5175.0,5200.0,46219900
2023-11-22 03:00:00+00:00,5250.0,5275.0,5225.0,5250.0,6928800
2023-11-22 04:00:00+00:00,5250.0,5275.0,5225.0,5250.0,4088300
2023-11-22 06:00:00+00:00,5250.0,5275.0,5225.0,5250.0,6586800
2023-11-22 07:00:00+00:00,5250.0,5275.0,5250.0,5250.0,3939600
2023-11-22 08:00:00+00:00,5300.0,5300.0,5250.0,5275.0,20961200
2023-11-22 09:00:00+00:00,5275.0,5275.0,5275.0,5275.0,0
2023-11-23 02:00:00+00:00,5375.0,5375.0,5300.0,5300.0,35227000
2023-11-23 03:00:00+00:00,5350.0,5375.0,5325.0,5375.0,21702700
2023-11-23 04:00:00+00:00,5350.0,5375.0,5325.0,5350.0,5526500
2023-11-23 06:00:00+00:00,5350.0,5375.0,5350.0,5350.0,3314700
2023-11-23 07:00:00+00:00,5375.0,5375.0,5350.0,5350.0,15312400
2023-11-23 08:00:00+00:00,5375.0,5400.0,5350.0,5350.0,59976400
2023-11-23 09:00:00+00:00,5350.0,5350.0,5350.0,5350.0,0
2023-11-24 02:00:00+00:00,5400.0,5450.0,5375.0,5400.0,26270000
2023-11-24 03:00:00+00:00,5425.0,5425.0,5400.0,5425.0,12821000
2023-11-24 04:00:00+00:00,5400.0,5425.0,5400.0,5400.0,2656600
2023-11-24 07:00:00+00:00,5400.0,5450.0,5400.0,5400.0,17244000
2023-11-24 08:00:00+00:00,5450.0,5450.0,5400.0,5425.0,27274000
2023-11-24 09:00:00+00:00,5400.0,5400.0,5400.0,5400.0,13864000
2023-11-27 02:00:00+00:00,5450.0,5450.0,5425.0,5425.0,8423200
2023-11-27 03:00:00+00:00,5425.0,5450.0,5425.0,5425.0,3738400
2023-11-27 04:00:00+00:00,5425.0,5450.0,5425.0,5425.0,4346400
2023-11-27 06:00:00+00:00,5425.0,5450.0,5425.0,5425.0,2746200
2023-11-27 07:00:00+00:00,5425.0,5450.0,5425.0,5450.0,6817900
2023-11-27 08:00:00+00:00,5375.0,5450.0,5375.0,5425.0,33002900
2023-11-27 09:00:00+00:00,5350.0,5350.0,5350.0,5350.0,0
2023-11-28 02:00:00+00:00,5375.0,5425.0,5325.0,5350.0,45499800
2023-11-28 03:00:00+00:00,5350.0,5400.0,5350.0,5400.0,11474000
2023-11-28 04:00:00+00:00,5350.0,5375.0,5350.0,5375.0,11643600
2023-11-28 06:00:00+00:00,5400.0,5400.0,5350.0,5375.0,7385700
2023-11-28 07:00:00+00:00,5375.0,5400.0,5375.0,5375.0,9102300
2023-11-28 08:00:00+00:00,5375.0,5400.0,5350.0,5375.0,29156800
2023-11-28 09:00:00+00:00,5350.0,5350.0,5350.0,5350.0,19033600
2023-11-29 02:00:00+00:00,5350.0,5375.0,5300.0,5325.0,21917500
2023-11-29 03:00:00+00:00,5325.0,5350.0,5300.0,5350.0,27668200
2023-11-29 04:00:00+00:00,5300.0,5350.0,5300.0,5325.0,6578500
2023-11-29 06:00:00+00:00,5325.0,5325.0,5300.0,5325.0,2657700
2023-11-29 07:00:00+00:00,5300.0,5325.0,5300.0,5300.0,15934400
2023-11-29 08:00:00+00:00,5325.0,5325.0,5300.0,5300.0,13470700
2023-11-29 09:00:00+00:00,5300.0,5300.0,5300.0,5300.0,0
2023-11-30 02:00:00+00:00,5325.0,5375.0,5325.0,5375.0,15471000
2023-11-30 03:00:00+00:00,5350.0,5375.0,5325.0,5350.0,19490700
2023-11-30 04:00:00+00:00,5350.0,5350.0,5325.0,5325.0,8580500
2023-11-30 06:00:00+00:00,5350.0,5350.0,5325.0,5325.0,8792700
2023-11-30 07:00:00+00:00,5325.0,5350.0,5325.0,5350.0,6438100
2023-11-30 08:00:00+00:00,5350.0,5350.0,5325.0,5350.0,13755100
2023-11-30 09:00:00+00:00,5275.0,5275.0,5275.0,5275.0,0
2023-12-01 02:00:00+00:00,5325.0,5350.0,5275.0,5275.0,13405100
2023-12-01 03:00:00+00:00,5325.0,5375.0,5325.0,5325.0,19134000
2023-12-01 04:00:00+00:00,5350.0,5350.0,5325.0,5325.0,4984100
2023-12-01 07:00:00+00:00,5350.0,5375.0,5325.0,5325.0,25558800
2023-12-01 08:00:00+00:00,5350.0,5375.0,5350.0,5375.0,12725700
2023-12-01 09:00:00+00:00,5350.0,5350.0,5350.0,5350.0,14008600
2023-12-04 02:00:00+00:00,5525.0,5525.0,5450.0,5475.0,77240100
2023-12-04 03:00:00+00:00,5500.0,5525.0,5500.0,5500.0,50010300
2023-12-04 04:00:00+00:00,5525.0,5550.0,5500.0,5525.0,15290100
2023-12-04 06:00:00+00:00,5550.0,5575.0,5525.0,5525.0,31097000
2023-12-04 07:00:00+00:00,5550.0,5575.0,5525.0,5575.0,7804900
2023-12-04 08:00:00+00:00,5475.0,5550.0,5450.0,5525.0,25578600
2023-12-04 09:00:00+00:00,5500.0,5500.0,5500.0,5500.0,16611500
2023-12-05 02:00:00+00:00,5475.0,5500.0,5425.0,5425.0,27614500
2023-12-05 03:00:00+00:00,5475.0,5500.0,5450.0,5450.0,8147500
2023-12-05 04:00:00+00:00,5450.0,5475.0,5450.0,5475.0,6830800
2023-12-05 06:00:00+00:00,5450.0,5475.0,5450.0,5450.0,7011200
2023-12-05 07:00:00+00:00,5450.0,5475.0,5425.0,5475.0,12595400
2023-12-05 08:00:00+00:00,5425.0,5450.0,5425.0,5450.0,16983300
2023-12-05 09:00:00+00:00,5450.0,5450.0,5450.0,5450.0,0
2023-12-06 02:00:00+00:00,5425.0,5450.0,5400.0,5425.0,26080500
2023-12-06 03:00:00+00:00,5400.0,5425.0,5400.0,5425.0,8427300
2023-12-06 04:00:00+00:00,5425.0,5425.0,5400.0,5425.0,13674000
2023-12-06 06:00:00+00:00,5425.0,5425.0,5400.0,5400.0,5480300
2023-12-06 07:00:00+00:00,5400.0,5425.0,5400.0,5425.0,13674800
2023-12-06 08:00:00+00:00,5450.0,5450.0,5400.0,5425.0,19306100
2023-12-06 09:00:00+00:00,5425.0,5425.0,5425.0,5425.0,0
2023-12-07 02:00:00+00:00,5425.0,5450.0,5400.0,5425.0,15937500
2023-12-07 03:00:00+00:00,5400.0,5425.0,5400.0,5425.0,5881700
2023-12-07 04:00:00+00:00,5425.0,5425.0,5400.0,5400.0,7631400
2023-12-07 06:00:00+00:00,5400.0,5425.0,5400.0,5400.0,3277600
2023-12-07 07:00:00+00:00,5400.0,5425.0,5400.0,5400.0,8590700
2023-12-07 08:00:00+00:00,5425.0,5450.0,5400.0,5400.0,34599000
2023-12-07 09:00:00+00:00,5475.0,5475.0,5475.0,5475.0,0
2023-12-08 02:00:00+00:00,5425.0,5450.0,5425.0,5450.0,8565100
2023-12-08 03:00:00+00:00,5425.0,5450.0,5425.0,5450.0,11280700
2023-12-08 04:00:00+00:00,5450.0,5450.0,5425.0,5450.0,5533400
2023-12-08 07:00:00+00:00,5400.0,5450.0,5400.0,5425.0,38412800
2023-12-08 08:00:00+00:00,5400.0,5425.0,5375.0,5400.0,39816500
2023-12-08 09:00:00+00:00,5375.0,5375.0,5375.0,5375.0,21697600
2023-12-11 02:00:00+00:00,5375.0,5375.0,5325.0,5325.0,0
2023-12-11 03:00:00+00:00,5350.0,5375.0,5350.0,5375.0,8393600
2023-12-11 04:00:00+00:00,5325.0,5375.0,5325.0,5350.0,17399500
2023-12-11 06:00:00+00:00,5325.0,5350.0,5325.0,5350.0,3120600
2023-12-11 07:00:00+00:00,5350.0,5350.0,5325.0,5325.0,13166400
2023-12-11 08:00:00+00:00,5325.0,5350.0,5325.0,5325.0,32086800
2023-12-11 09:00:00+00:00,5300.0,5300.0,5300.0,5300.0,24849600
2023-12-12 02:00:00+00:00,5375.0,5375.0,5325.0,5350.0,0
2023-12-12 03:00:00+00:00,5375.0,5400.0,5350.0,5375.0,14987300
2023-12-12 04:00:00+00:00,5375.0,5400.0,5375.0,5400.0,13862600
2023-12-12 06:00:00+00:00,5350.0,5375.0,5350.0,5375.0,14640200
2023-12-12 07:00:00+00:00,5350.0,5375.0,5350.0,5350.0,18276300
2023-12-12 08:00:00+00:00,5375.0,5375.0,5350.0,5350.0,13246900
2023-12-12 09:00:00+00:00,5325.0,5325.0,5325.0,5325.0,34935700
2023-12-13 02:00:00+00:00,5350.0,5350.0,5300.0,5300.0,0
2023-12-13 03:00:00+00:00,5300.0,5350.0,5300.0,5350.0,6695800
2023-12-13 04:00:00+00:00,5300.0,5325.0,5300.0,5325.0,8934800
2023-12-13 06:00:00+00:00,5300.0,5325.0,5300.0,5300.0,6185800
2023-12-13 07:00:00+00:00,5300.0,5325.0,5300.0,5300.0,8533000
2023-12-13 08:00:00+00:00,5300.0,5325.0,5275.0,5300.0,29784400
2023-12-13 09:00:00+00:00,5300.0,5300.0,5300.0,5300.0,20607500
2023-12-14 02:00:00+00:00,5450.0,5500.0,5425.0,5425.0,0
2023-12-14 03:00:00+00:00,5450.0,5475.0,5450.0,5475.0,16678900
2023-12-14 04:00:00+00:00,5525.0,5525.0,5450.0,5450.0,47703800
2023-12-14 06:00:00+00:00,5475.0,5525.0,5475.0,5525.0,9652100
2023-12-14 07:00:00+00:00,5550.0,5550.0,5475.0,5475.0,64430200
2023-12-14 08:00:00+00:00,5525.0,5550.0,5500.0,5525.0,32463300
2023-12-14 09:00:00+00:00,5550.0,5550.0,5550.0,5550.0,31719100
2023-12-15 02:00:00+00:00,5575.0,5600.0,5550.0,5575.0,0
2023-12-15 03:00:00+00:00,5550.0,5600.0,5550.0,5575.0,44710200
2023-12-15 04:00:00+00:00,5575.0,5600.0,5550.0,5550.0,4936800
2023-12-15 07:00:00+00:00,5550.0,5600.0,5550.0,5575.0,25498600
